"id","is_oreb","team","opponent","conference","opp_conference"
"154-5",0,"Michigan","Indiana","BigTen","BigTen"
"154-6",0,"Indiana","Michigan","BigTen","BigTen"
"154-7",1,"Indiana","Michigan","BigTen","BigTen"
"155-1",0,"Duke","Georgia Tech","ACC","ACC"
"155-2",0,"Duke","Georgia Tech","ACC","ACC"
"155-3",0,"Duke","Georgia Tech","ACC","ACC"
"155-4",1,"Duke","Georgia Tech","ACC","ACC"
"156-1",0,"Duke","Notre Dame","ACC","ACC"
"156-2",0,"Duke","Notre Dame","ACC","ACC"
"156-3",1,"Duke","Notre Dame","ACC","ACC"
"156-4",0,"Duke","Notre Dame","ACC","ACC"
"156-5",0,"Duke","Notre Dame","ACC","ACC"
"156-6",0,"Duke","Notre Dame","ACC","ACC"
"156-7",0,"Duke","Notre Dame","ACC","ACC"
"158-1",0,"Syracuse","Boston College","ACC","ACC"
"158-3",0,"Syracuse","Boston College","ACC","ACC"
"159-3",0,"Virginia Tech","Miami FL","ACC","ACC"
"159-4",0,"Virginia Tech","Miami FL","ACC","ACC"
"159-5",0,"Virginia Tech","Miami FL","ACC","ACC"
"160-1",1,"Gonzaga","BYU","WestCoast","WestCoast"
"160-2",0,"Gonzaga","BYU","WestCoast","WestCoast"
"160-4",0,"Gonzaga","BYU","WestCoast","WestCoast"
"160-5",0,"Gonzaga","BYU","WestCoast","WestCoast"
"160-7",1,"Gonzaga","BYU","WestCoast","WestCoast"
"161-2",0,"Duke","St. John's","ACC","BigEast"
"161-4",0,"Duke","St. John's","ACC","BigEast"
"161-5",1,"Duke","St. John's","ACC","BigEast"
"162-1",1,"Indiana","Michigan St.","BigTen","BigTen"
"162-2",0,"Indiana","Michigan St.","BigTen","BigTen"
"162-3",1,"Indiana","Michigan St.","BigTen","BigTen"
"162-4",0,"Indiana","Michigan St.","BigTen","BigTen"
"162-5",1,"Indiana","Michigan St.","BigTen","BigTen"
"163-2",1,"North Carolina","Louisville","ACC","ACC"
"163-3",0,"North Carolina","Louisville","ACC","ACC"
"163-5",1,"North Carolina","Louisville","ACC","ACC"
"163-6",0,"North Carolina","Louisville","ACC","ACC"
"163-8",1,"North Carolina","Louisville","ACC","ACC"
"163-10",1,"North Carolina","Louisville","ACC","ACC"
"164-1",1,"Virginia","Miami FL","ACC","ACC"
"164-4",1,"Virginia","Miami FL","ACC","ACC"
"164-5",0,"Virginia","Miami FL","ACC","ACC"
"165-2",0,"San Diego St.","San Jose St.","MWC","MWC"
"166-3",1,"UCLA","Washington","PAC 12","PAC 12"
"166-4",1,"UCLA","Washington","PAC 12","PAC 12"
"167-1",0,"Purdue","Minnesota","BigTen","BigTen"
"168-1",0,"Virginia Tech","Louisville","ACC","ACC"
"168-2",0,"Virginia Tech","Louisville","ACC","ACC"
"168-3",0,"Virginia Tech","Louisville","ACC","ACC"
"168-4",0,"Virginia Tech","Louisville","ACC","ACC"
"169-1",0,"Duke","Boston College","ACC","ACC"
"169-3",0,"Duke","Boston College","ACC","ACC"
"169-4",1,"Duke","Boston College","ACC","ACC"
"169-5",0,"Duke","Boston College","ACC","ACC"
"169-6",0,"Duke","Boston College","ACC","ACC"
"169-7",0,"Duke","Boston College","ACC","ACC"
"170-1",0,"San Diego St.","New Mexico","MWC","MWC"
"170-2",0,"San Diego St.","New Mexico","MWC","MWC"
"170-3",0,"San Diego St.","New Mexico","MWC","MWC"
"170-4",0,"San Diego St.","New Mexico","MWC","MWC"
"171-2",0,"UCLA","Colorado","PAC 12","PAC 12"
"171-3",0,"UCLA","Colorado","PAC 12","PAC 12"
"171-4",0,"UCLA","Colorado","PAC 12","PAC 12"
"173-1",0,"Charleston","Delaware","Colonial","Colonial"
"173-2",1,"Charleston","Delaware","Colonial","Colonial"
"173-4",0,"Charleston","Delaware","Colonial","Colonial"
"174-1",1,"Iowa","Indiana","BigTen","BigTen"
"174-2",1,"Iowa","Indiana","BigTen","BigTen"
"174-3",0,"Iowa","Indiana","BigTen","BigTen"
"174-4",0,"Iowa","Indiana","BigTen","BigTen"
"174-6",0,"Indiana","Iowa","BigTen","BigTen"
"175-1",1,"Saint Joseph's","Saint Louis","Atlantic 10","Atlantic 10"
"175-2",0,"Saint Joseph's","Saint Louis","Atlantic 10","Atlantic 10"
"175-3",1,"Saint Joseph's","Saint Louis","Atlantic 10","Atlantic 10"
"176-1",0,"Charleston","Drexel","Colonial","Colonial"
"176-3",1,"Charleston","Drexel","Colonial","Colonial"
"176-5",0,"Charleston","Drexel","Colonial","Colonial"
"176-8",0,"Charleston","Drexel","Colonial","Colonial"
"177-1",0,"Virginia","Duke","ACC","ACC"
"177-2",0,"Virginia","Duke","ACC","ACC"
"177-3",0,"Duke","Virginia","ACC","ACC"
"177-4",0,"Virginia","Duke","ACC","ACC"
"177-6",1,"Virginia","Duke","ACC","ACC"
"177-7",1,"Duke","Virginia","ACC","ACC"
"177-8",0,"Virginia","Duke","ACC","ACC"
"177-9",1,"Virginia","Duke","ACC","ACC"
"177-10",1,"Virginia","Duke","ACC","ACC"
"177-11",1,"Virginia","Duke","ACC","ACC"
"177-12",0,"Duke","Virginia","ACC","ACC"
"177-13",1,"Virginia","Duke","ACC","ACC"
"178-1",0,"Michigan","Wisconsin","BigTen","BigTen"
"178-2",1,"Michigan","Wisconsin","BigTen","BigTen"
"178-3",0,"Michigan","Wisconsin","BigTen","BigTen"
"178-4",0,"Michigan","Wisconsin","BigTen","BigTen"
"179-2",0,"UCLA","Utah","PAC 12","PAC 12"
"180-2",1,"Iowa","Northwestern","BigTen","BigTen"
"181-2",0,"Oregon","Stanford","PAC 12","PAC 12"
"181-4",0,"Oregon","Stanford","PAC 12","PAC 12"
"182-1",0,"UCF","SMU","American Athletic Conference","American Athletic Conference"
"183-1",0,"Duke","Louisville","ACC","ACC"
"183-2",0,"Duke","Louisville","ACC","ACC"
"183-3",0,"Duke","Louisville","ACC","ACC"
"183-4",0,"Duke","Louisville","ACC","ACC"
"183-6",0,"Duke","Louisville","ACC","ACC"
"183-7",0,"Duke","Louisville","ACC","ACC"
"183-8",0,"Duke","Louisville","ACC","ACC"
"183-9",0,"Duke","Louisville","ACC","ACC"
"183-10",1,"Duke","Louisville","ACC","ACC"
"183-11",1,"Duke","Louisville","ACC","ACC"
"183-12",0,"Duke","Louisville","ACC","ACC"
"183-13",0,"Duke","Louisville","ACC","ACC"
"184-1",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-2",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-4",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-5",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-6",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-7",1,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-8",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-9",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-10",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"184-11",0,"Saint Joseph's","St. Bonaventure","Atlantic 10","Atlantic 10"
"185-1",0,"UCLA","California","PAC 12","PAC 12"
"185-3",0,"UCLA","California","PAC 12","PAC 12"
"185-4",0,"UCLA","California","PAC 12","PAC 12"
"186-2",0,"Virginia Tech","Georgia Tech","ACC","ACC"
"186-3",0,"Virginia Tech","Georgia Tech","ACC","ACC"
"186-4",0,"Virginia Tech","Georgia Tech","ACC","ACC"
"187-2",0,"Nebraska","Minnesota","BigTen","BigTen"
"187-4",0,"Nebraska","Minnesota","BigTen","BigTen"
"187-6",0,"Nebraska","Minnesota","BigTen","BigTen"
"188-1",0,"Texas Tech","Oklahoma St.","Big 12","Big 12"
"188-2",0,"Texas Tech","Oklahoma St.","Big 12","Big 12"
"188-4",1,"Texas Tech","Oklahoma St.","Big 12","Big 12"
"188-5",0,"Texas Tech","Oklahoma St.","Big 12","Big 12"
"190-1",0,"UCF","South Florida","American Athletic Conference","American Athletic Conference"
"191-7",0,"Duke","N.C. State","ACC","ACC"
"191-8",1,"Duke","N.C. State","ACC","ACC"
"192-1",0,"Florida St.","Georgia Tech","ACC","ACC"
"192-2",1,"Florida St.","Georgia Tech","ACC","ACC"
"192-3",0,"Florida St.","Georgia Tech","ACC","ACC"
"193-1",0,"Indiana","Minnesota","BigTen","BigTen"
"193-2",1,"Indiana","Minnesota","BigTen","BigTen"
"194-1",0,"Michigan","Maryland","BigTen","BigTen"
"194-3",0,"Michigan","Maryland","BigTen","BigTen"
"194-4",0,"Michigan","Maryland","BigTen","BigTen"
"195-1",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-3",1,"Nebraska","Northwestern","BigTen","BigTen"
"195-4",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-6",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-10",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-12",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-13",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-14",1,"Nebraska","Northwestern","BigTen","BigTen"
"195-15",1,"Nebraska","Northwestern","BigTen","BigTen"
"195-16",0,"Nebraska","Northwestern","BigTen","BigTen"
"195-17",0,"Nebraska","Northwestern","BigTen","BigTen"
"196-1",0,"North Carolina","Wake Forest","ACC","ACC"
"196-2",0,"North Carolina","Wake Forest","ACC","ACC"
"196-4",0,"North Carolina","Wake Forest","ACC","ACC"
"197-1",0,"Virginia","Notre Dame","ACC","ACC"
"197-3",0,"Virginia","Notre Dame","ACC","ACC"
"197-4",0,"Virginia","Notre Dame","ACC","ACC"
"197-6",1,"Virginia","Notre Dame","ACC","ACC"
"197-7",0,"Virginia","Notre Dame","ACC","ACC"
"197-9",0,"Virginia","Notre Dame","ACC","ACC"
"198-2",0,"Oregon","Oregon St.","PAC 12","PAC 12"
"199-2",0,"UCLA","Stanford","PAC 12","PAC 12"
"199-3",0,"UCLA","Stanford","PAC 12","PAC 12"
"199-4",0,"UCLA","Stanford","PAC 12","PAC 12"
"201-1",0,"Virginia","Virginia Tech","ACC","ACC"
"201-3",0,"Virginia Tech","Virginia","ACC","ACC"
"201-4",1,"Virginia","Virginia Tech","ACC","ACC"
"201-5",0,"Virginia","Virginia Tech","ACC","ACC"
"201-7",0,"Virginia Tech","Virginia","ACC","ACC"
"201-9",1,"Virginia Tech","Virginia","ACC","ACC"
"201-11",0,"Virginia","Virginia Tech","ACC","ACC"
"201-12",0,"Virginia","Virginia Tech","ACC","ACC"
"201-15",1,"Virginia Tech","Virginia","ACC","ACC"
"202-1",0,"Indiana","Purdue","BigTen","BigTen"
"202-3",0,"Indiana","Purdue","BigTen","BigTen"
"202-4",1,"Indiana","Purdue","BigTen","BigTen"
"203-1",0,"North Carolina","Duke","ACC","ACC"
"203-2",0,"Duke","North Carolina","ACC","ACC"
"203-3",0,"North Carolina","Duke","ACC","ACC"
"203-4",0,"Duke","North Carolina","ACC","ACC"
"203-6",1,"North Carolina","Duke","ACC","ACC"
"203-7",1,"Duke","North Carolina","ACC","ACC"
"203-8",0,"Duke","North Carolina","ACC","ACC"
"203-9",1,"North Carolina","Duke","ACC","ACC"
"203-12",0,"North Carolina","Duke","ACC","ACC"
"203-13",0,"North Carolina","Duke","ACC","ACC"
"203-14",1,"Duke","North Carolina","ACC","ACC"
"203-16",0,"North Carolina","Duke","ACC","ACC"
"203-17",0,"Duke","North Carolina","ACC","ACC"
"203-21",0,"North Carolina","Duke","ACC","ACC"
"203-22",0,"North Carolina","Duke","ACC","ACC"
"203-23",0,"Duke","North Carolina","ACC","ACC"
"203-25",0,"Duke","North Carolina","ACC","ACC"
"203-26",0,"Duke","North Carolina","ACC","ACC"
"203-27",0,"North Carolina","Duke","ACC","ACC"
"203-28",0,"Duke","North Carolina","ACC","ACC"
"205-1",0,"Washington","Utah","PAC 12","PAC 12"
"206-1",0,"Charleston","William & Mary","Colonial","Colonial"
"207-2",0,"Michigan","Minnesota","BigTen","BigTen"
"207-3",0,"Michigan","Minnesota","BigTen","BigTen"
"208-2",0,"Oregon","USC","PAC 12","PAC 12"
"208-3",0,"Oregon","USC","PAC 12","PAC 12"
"208-4",0,"Oregon","USC","PAC 12","PAC 12"
"208-5",0,"Oregon","USC","PAC 12","PAC 12"
"208-6",0,"Oregon","USC","PAC 12","PAC 12"
"209-2",0,"UCLA","Oregon St.","PAC 12","PAC 12"
"209-4",0,"UCLA","Oregon St.","PAC 12","PAC 12"
"209-5",0,"UCLA","Oregon St.","PAC 12","PAC 12"
"210-1",1,"Iowa","Indiana","BigTen","BigTen"
"210-2",0,"Indiana","Iowa","BigTen","BigTen"
"210-3",0,"Iowa","Indiana","BigTen","BigTen"
"210-4",0,"Iowa","Indiana","BigTen","BigTen"
"210-5",1,"Indiana","Iowa","BigTen","BigTen"
"210-7",1,"Indiana","Iowa","BigTen","BigTen"
"210-8",0,"Iowa","Indiana","BigTen","BigTen"
"210-9",0,"Indiana","Iowa","BigTen","BigTen"
"210-10",1,"Indiana","Iowa","BigTen","BigTen"
"211-1",0,"Washington","Colorado","PAC 12","PAC 12"
"211-2",0,"Washington","Colorado","PAC 12","PAC 12"
"211-3",1,"Washington","Colorado","PAC 12","PAC 12"
"212-1",0,"Virginia","Louisville","ACC","ACC"
"212-2",0,"Virginia","Louisville","ACC","ACC"
"212-3",0,"Virginia","Louisville","ACC","ACC"
"212-4",1,"Virginia","Louisville","ACC","ACC"
"212-6",0,"Virginia","Louisville","ACC","ACC"
"212-7",1,"Virginia","Louisville","ACC","ACC"
"212-9",1,"Virginia","Louisville","ACC","ACC"
"212-10",0,"Virginia","Louisville","ACC","ACC"
"212-11",0,"Virginia","Louisville","ACC","ACC"
"213-1",1,"Virginia Tech","Notre Dame","ACC","ACC"
"213-2",0,"Virginia Tech","Notre Dame","ACC","ACC"
"213-4",0,"Virginia Tech","Notre Dame","ACC","ACC"
"214-3",0,"Oregon","UCLA","PAC 12","PAC 12"
"214-4",0,"Oregon","UCLA","PAC 12","PAC 12"
"214-6",0,"Oregon","UCLA","PAC 12","PAC 12"
"214-7",1,"Oregon","UCLA","PAC 12","PAC 12"
"214-8",0,"Oregon","UCLA","PAC 12","PAC 12"
"214-9",0,"Oregon","UCLA","PAC 12","PAC 12"
"215-1",0,"San Diego St.","UNLV","MWC","MWC"
"215-2",0,"San Diego St.","UNLV","MWC","MWC"
"215-3",0,"San Diego St.","UNLV","MWC","MWC"
"215-4",0,"San Diego St.","UNLV","MWC","MWC"
"216-2",0,"Duke","Virginia Tech","ACC","ACC"
"216-3",0,"Duke","Virginia Tech","ACC","ACC"
"216-4",0,"Virginia Tech","Duke","ACC","ACC"
"216-5",0,"Virginia Tech","Duke","ACC","ACC"
"216-6",0,"Virginia Tech","Duke","ACC","ACC"
"216-7",0,"Virginia Tech","Duke","ACC","ACC"
"216-8",0,"Virginia Tech","Duke","ACC","ACC"
"216-9",0,"Virginia Tech","Duke","ACC","ACC"
"217-2",0,"Iowa","Ohio St.","BigTen","BigTen"
"217-3",0,"Iowa","Ohio St.","BigTen","BigTen"
"217-5",1,"Iowa","Ohio St.","BigTen","BigTen"
"217-7",0,"Iowa","Ohio St.","BigTen","BigTen"
"217-8",0,"Iowa","Ohio St.","BigTen","BigTen"
"218-1",0,"Saint Joseph's","Fordham","Atlantic 10","Atlantic 10"
"218-3",0,"Saint Joseph's","Fordham","Atlantic 10","Atlantic 10"
"219-1",0,"Virginia","Georgia Tech","ACC","ACC"
"219-3",0,"Virginia","Georgia Tech","ACC","ACC"
"219-4",0,"Virginia","Georgia Tech","ACC","ACC"
"219-5",0,"Virginia","Georgia Tech","ACC","ACC"
"219-9",1,"Virginia","Georgia Tech","ACC","ACC"
"219-10",0,"Virginia","Georgia Tech","ACC","ACC"
"219-11",1,"Virginia","Georgia Tech","ACC","ACC"
"220-1",0,"Oregon","Arizona St.","PAC 12","PAC 12"
"220-2",0,"Oregon","Arizona St.","PAC 12","PAC 12"
"220-3",0,"Oregon","Arizona St.","PAC 12","PAC 12"
"221-1",1,"Belmont","Tennessee Martin","OVC","OVC"
"222-1",1,"Washington","California","PAC 12","PAC 12"
"222-2",1,"Washington","California","PAC 12","PAC 12"
"223-1",0,"Nebraska","Michigan","BigTen","BigTen"
"223-4",0,"Nebraska","Michigan","BigTen","BigTen"
"223-5",0,"Nebraska","Michigan","BigTen","BigTen"
"223-6",0,"Nebraska","Michigan","BigTen","BigTen"
"223-7",1,"Nebraska","Michigan","BigTen","BigTen"
"223-9",0,"Nebraska","Michigan","BigTen","BigTen"
"223-10",0,"Michigan","Nebraska","BigTen","BigTen"
"223-11",0,"Nebraska","Michigan","BigTen","BigTen"
"223-12",0,"Nebraska","Michigan","BigTen","BigTen"
"223-13",0,"Michigan","Nebraska","BigTen","BigTen"
"224-1",1,"Washington St.","Stanford","PAC 12","PAC 12"
"224-2",0,"Washington St.","Stanford","PAC 12","PAC 12"
"225-1",0,"UCLA","USC","PAC 12","PAC 12"
"226-1",0,"Washington St.","California","PAC 12","PAC 12"
"227-1",1,"Duke","Miami FL","ACC","ACC"
"227-2",0,"Duke","Miami FL","ACC","ACC"
"227-3",1,"Duke","Miami FL","ACC","ACC"
"227-4",0,"Duke","Miami FL","ACC","ACC"
"228-1",0,"UCF","Houston","American Athletic Conference","American Athletic Conference"
"229-1",0,"Indiana","Michigan St.","BigTen","BigTen"
"229-3",1,"Indiana","Michigan St.","BigTen","BigTen"
"229-4",0,"Indiana","Michigan St.","BigTen","BigTen"
"229-6",1,"Indiana","Michigan St.","BigTen","BigTen"
"230-1",0,"Iowa","Rutgers","BigTen","BigTen"
"230-2",1,"Iowa","Rutgers","BigTen","BigTen"
"231-4",0,"Saint Joseph's","La Salle","Atlantic 10","Atlantic 10"
"231-5",0,"Saint Joseph's","La Salle","Atlantic 10","Atlantic 10"
"232-1",0,"Virginia","Pittsburgh","ACC","ACC"
"232-2",0,"Virginia","Pittsburgh","ACC","ACC"
"232-3",0,"Virginia","Pittsburgh","ACC","ACC"
"232-4",0,"Virginia","Pittsburgh","ACC","ACC"
"233-3",0,"Syracuse","Wake Forest","ACC","ACC"
"233-4",0,"Syracuse","Wake Forest","ACC","ACC"
"233-5",1,"Syracuse","Wake Forest","ACC","ACC"
"233-6",0,"Syracuse","Wake Forest","ACC","ACC"
"234-2",1,"Arizona St.","Oregon St.","PAC 12","PAC 12"
"234-3",0,"Arizona St.","Oregon St.","PAC 12","PAC 12"
"234-4",0,"Arizona St.","Oregon St.","PAC 12","PAC 12"
"235-1",0,"SMU","Wichita St.","American Athletic Conference","American Athletic Conference"
"235-2",0,"SMU","Wichita St.","American Athletic Conference","American Athletic Conference"
"235-3",1,"SMU","Wichita St.","American Athletic Conference","American Athletic Conference"
"236-1",0,"Washington","Stanford","PAC 12","PAC 12"
"236-2",0,"Washington","Stanford","PAC 12","PAC 12"
"236-3",1,"Washington","Stanford","PAC 12","PAC 12"
"236-4",0,"Washington","Stanford","PAC 12","PAC 12"
"237-3",1,"North Carolina","Boston College","ACC","ACC"
"237-4",0,"North Carolina","Boston College","ACC","ACC"
"237-6",0,"North Carolina","Boston College","ACC","ACC"
"237-7",0,"North Carolina","Boston College","ACC","ACC"
"237-8",0,"North Carolina","Boston College","ACC","ACC"
"237-9",1,"North Carolina","Boston College","ACC","ACC"
"237-11",0,"North Carolina","Boston College","ACC","ACC"
"237-12",0,"North Carolina","Boston College","ACC","ACC"
"237-13",1,"North Carolina","Boston College","ACC","ACC"
"238-3",1,"Duke","Wake Forest","ACC","ACC"
"239-1",0,"Nebraska","Michigan St.","BigTen","BigTen"
"239-4",1,"Nebraska","Michigan St.","BigTen","BigTen"
"239-6",0,"Nebraska","Michigan St.","BigTen","BigTen"
"239-7",0,"Nebraska","Michigan St.","BigTen","BigTen"
"239-9",1,"Nebraska","Michigan St.","BigTen","BigTen"
"239-10",0,"Nebraska","Michigan St.","BigTen","BigTen"
"239-11",1,"Nebraska","Michigan St.","BigTen","BigTen"
"239-12",0,"Nebraska","Michigan St.","BigTen","BigTen"
"240-1",0,"Saint Joseph's","Rhode Island","Atlantic 10","Atlantic 10"
"240-3",0,"Saint Joseph's","Rhode Island","Atlantic 10","Atlantic 10"
"240-8",0,"Saint Joseph's","Rhode Island","Atlantic 10","Atlantic 10"
"241-2",1,"Washington St.","Oregon","PAC 12","PAC 12"
"241-3",0,"Oregon","Washington St.","PAC 12","PAC 12"
"241-4",0,"Oregon","Washington St.","PAC 12","PAC 12"
"241-5",0,"Oregon","Washington St.","PAC 12","PAC 12"
"242-1",0,"UCLA","Colorado","PAC 12","PAC 12"
"242-2",0,"UCLA","Colorado","PAC 12","PAC 12"
"243-1",0,"SMU","Houston","American Athletic Conference","American Athletic Conference"
"243-2",0,"SMU","Houston","American Athletic Conference","American Athletic Conference"
"244-1",0,"Indiana","Illinois","BigTen","BigTen"
"244-2",0,"Indiana","Illinois","BigTen","BigTen"
"244-3",1,"Indiana","Illinois","BigTen","BigTen"
"245-1",0,"Iowa","Wisconsin","BigTen","BigTen"
"245-2",0,"Iowa","Wisconsin","BigTen","BigTen"
"247-1",0,"Virginia Tech","Miami FL","ACC","ACC"
"247-2",0,"Virginia Tech","Miami FL","ACC","ACC"
"247-3",0,"Virginia Tech","Miami FL","ACC","ACC"
"247-5",0,"Virginia Tech","Miami FL","ACC","ACC"
"248-2",0,"Belmont","Murray St.","OVC","OVC"
"248-3",0,"Belmont","Murray St.","OVC","OVC"
"249-1",0,"Florida St.","Wake Forest","ACC","ACC"
"249-2",0,"Florida St.","Wake Forest","ACC","ACC"
"249-3",0,"Florida St.","Wake Forest","ACC","ACC"
"249-4",0,"Florida St.","Wake Forest","ACC","ACC"
"249-5",1,"Florida St.","Wake Forest","ACC","ACC"
"250-5",0,"Virginia","Louisville","ACC","ACC"
"250-6",0,"Virginia","Louisville","ACC","ACC"
"250-7",1,"Virginia","Louisville","ACC","ACC"
"252-1",0,"Oregon","Washington","PAC 12","PAC 12"
"252-2",1,"Washington","Oregon","PAC 12","PAC 12"
"252-4",0,"Oregon","Washington","PAC 12","PAC 12"
"252-5",0,"Washington","Oregon","PAC 12","PAC 12"
"252-6",1,"Oregon","Washington","PAC 12","PAC 12"
"252-7",0,"Oregon","Washington","PAC 12","PAC 12"
"253-1",0,"UCLA","Utah","PAC 12","PAC 12"
"253-2",0,"UCLA","Utah","PAC 12","PAC 12"
"253-4",0,"UCLA","Utah","PAC 12","PAC 12"
"254-1",0,"Indiana","Rutgers","BigTen","BigTen"
"254-2",0,"Indiana","Rutgers","BigTen","BigTen"
"254-3",0,"Indiana","Rutgers","BigTen","BigTen"
"254-5",1,"Indiana","Rutgers","BigTen","BigTen"
"254-6",0,"Indiana","Rutgers","BigTen","BigTen"
"255-1",1,"Nebraska","Iowa","BigTen","BigTen"
"255-2",0,"Nebraska","Iowa","BigTen","BigTen"
"255-6",0,"Nebraska","Iowa","BigTen","BigTen"
"255-7",0,"Iowa","Nebraska","BigTen","BigTen"
"255-8",1,"Nebraska","Iowa","BigTen","BigTen"
"255-11",0,"Iowa","Nebraska","BigTen","BigTen"
"256-1",1,"Virginia Tech","Miami FL","ACC","ACC"
"256-2",1,"Virginia Tech","Miami FL","ACC","ACC"
"256-3",0,"Virginia Tech","Miami FL","ACC","ACC"
"257-2",0,"Nebraska","Rutgers","BigTen","BigTen"
"257-3",0,"Nebraska","Rutgers","BigTen","BigTen"
"257-5",0,"Nebraska","Rutgers","BigTen","BigTen"
"257-6",0,"Nebraska","Rutgers","BigTen","BigTen"
"257-7",1,"Nebraska","Rutgers","BigTen","BigTen"
"257-8",0,"Nebraska","Rutgers","BigTen","BigTen"
"257-9",0,"Nebraska","Rutgers","BigTen","BigTen"
"258-1",1,"Syracuse","Pittsburgh","ACC","ACC"
"258-3",0,"Syracuse","Pittsburgh","ACC","ACC"
"258-4",0,"Syracuse","Pittsburgh","ACC","ACC"
"259-1",1,"Duke","Syracuse","ACC","ACC"
"259-2",0,"Duke","Syracuse","ACC","ACC"
"259-4",0,"Syracuse","Duke","ACC","ACC"
"259-5",1,"Duke","Syracuse","ACC","ACC"
"259-6",0,"Syracuse","Duke","ACC","ACC"
"259-8",1,"Syracuse","Duke","ACC","ACC"
"260-2",0,"Virginia Tech","Florida St.","ACC","ACC"
"260-4",0,"Virginia Tech","Florida St.","ACC","ACC"
"260-5",0,"Florida St.","Virginia Tech","ACC","ACC"
"260-6",0,"Virginia Tech","Florida St.","ACC","ACC"
"260-7",0,"Florida St.","Virginia Tech","ACC","ACC"
"260-8",1,"Virginia Tech","Florida St.","ACC","ACC"
"260-11",0,"Virginia Tech","Florida St.","ACC","ACC"
"260-12",0,"Virginia Tech","Florida St.","ACC","ACC"
"261-1",0,"Iowa","Illinois","BigTen","BigTen"
"261-2",1,"Iowa","Illinois","BigTen","BigTen"
"261-3",0,"Iowa","Illinois","BigTen","BigTen"
"262-1",1,"Indiana","Ohio St.","BigTen","BigTen"
"262-4",1,"Indiana","Ohio St.","BigTen","BigTen"
"262-5",1,"Indiana","Ohio St.","BigTen","BigTen"
"263-2",0,"North Carolina","Louisville","ACC","ACC"
"263-3",0,"North Carolina","Louisville","ACC","ACC"
"263-6",0,"North Carolina","Louisville","ACC","ACC"
"263-7",0,"North Carolina","Louisville","ACC","ACC"
"263-8",0,"North Carolina","Louisville","ACC","ACC"
"263-9",0,"North Carolina","Louisville","ACC","ACC"
"263-10",1,"North Carolina","Louisville","ACC","ACC"
"263-11",1,"North Carolina","Louisville","ACC","ACC"
"263-12",0,"North Carolina","Louisville","ACC","ACC"
"263-13",0,"North Carolina","Louisville","ACC","ACC"
"263-14",1,"North Carolina","Louisville","ACC","ACC"
"263-15",0,"North Carolina","Louisville","ACC","ACC"
"263-16",0,"North Carolina","Louisville","ACC","ACC"
"263-17",0,"North Carolina","Louisville","ACC","ACC"
"264-1",0,"Virginia","N.C. State","ACC","ACC"
"264-2",0,"Virginia","N.C. State","ACC","ACC"
"264-3",0,"Virginia","N.C. State","ACC","ACC"
